,geometry,objectType,name,color
129,"POLYGON ((24661.01 21176.19, 24362.22 21182.47, 24063.12 21189.13, 23763.59 21195.79, 23534.23 21200.64, 23463.76 21202.48, 23438.85 21203.14, 23450.57 21503.63, 23462.34 21804.17, 23474.09 22104.38, 23485.82 22404.23, 23486.92 22429.87, 23785.71 22422.48, 24084.53 22415.07, 24382.98 22407.7, 24681.07 22400.3, 24705.81 22399.97, 24694.76 22100.87, 24683.76 21801.41, 24672.71 21501.64, 24661.69 21201.51, 24661.01 21176.19))",annotation,plate4_7D,[102   0 102]
130,"POLYGON ((27439.84 23812.15, 27145.86 23819.95, 26851.55 23828.13, 26556.83 23835.95, 26331.18 23841.95, 26261.84 23844.14, 26237.33 23844.91, 26247.4 24140.78, 26257.45 24436.68, 26267.52 24732.26, 26277.57 25027.52, 26278.54 25053.13, 26572.52 25044.24, 26866.53 25035.35, 27160.18 25026.45, 27453.48 25017.58, 27477.83 25017.14, 27468.49 24722.6, 27459.09 24427.78, 27449.71 24132.6, 27440.35 23837.09, 27439.84 23812.15))",annotation,plate4_1A,[102   0 102]
131,"POLYGON ((26044.84 21145.75, 25747.74 21152, 25450.28 21158.64, 25152.47 21165.25, 24924.37 21170.07, 24854.29 21171.92, 24829.52 21172.56, 24840.09 21472.23, 24851 21771.96, 24861.94 22071.31, 24872.89 22370.36, 24873.92 22395.92, 25171 22388.56, 25468.17 22381.23, 25764.92 22373.87, 26061.34 22366.53, 26086.32 22366.17, 26076.14 22067.89, 26065.91 21769.29, 26055.64 21470.31, 26045.42 21171.02, 26044.84 21145.75))",annotation,plate4_11B,[102   0 102]
132,"POLYGON ((7235.91 32632.39, 6921.74 32645.82, 6607.21 32659.65, 6292.29 32673.52, 6051.08 32683.88, 5976.95 32687.41, 5950.79 32688.64, 5972.75 32987.21, 5994.72 33285.84, 6016.62 33584.13, 6038.53 33882.03, 6040.51 33907.52, 6354.65 33892.94, 6668.81 33878.37, 6982.62 33864.2, 7296.04 33849.65, 7322.03 33848.72, 7300.9 33551.54, 7279.76 33254, 7258.62 32956.15, 7237.42 32657.92, 7235.91 32632.39))",annotation,plate4_3H,[102   0 102]
133,"POLYGON ((19758.99 33437.24, 19460.86 33450.81, 19162.31 33464.75, 18863.45 33478.73, 18634.96 33489.14, 18564.26 33492.7, 18539.75 33493.93, 18553.72 33784.02, 18568.07 34074.11, 18582.41 34363.9, 18596.73 34653.37, 18598.05 34678.12, 18896.21 34663.47, 19194.39 34648.82, 19492.19 34634.2, 19789.69 34619.59, 19814.76 34618.64, 19800.77 34329.9, 19787.18 34040.81, 19773.51 33751.42, 19759.85 33461.68, 19758.99 33437.24))",annotation,plate4_11H,[102   0 102]
134,"POLYGON ((12784.92 31076.63, 12476.84 31089.02, 12168.4 31101.77, 11859.62 31114.56, 11623.06 31124.08, 11550.4 31127.35, 11524.71 31128.52, 11543.32 31425.41, 11561.93 31722.35, 11580.52 32018.98, 11599.09 32315.24, 11600.77 32340.58, 11908.81 32327.09, 12216.92 32313.58, 12524.63 32300.11, 12831.93 32286.64, 12857.84 32285.79, 12839.68 31990.29, 12821.85 31694.39, 12804.03 31398.19, 12786.13 31101.66, 12784.92 31076.63))",annotation,plate4_2E,[102   0 102]
135,"POLYGON ((8897.42 36623.29, 8587.53 36639.02, 8277.34 36655.16, 7966.74 36671.29, 7728.85 36683.39, 7655.74 36687.47, 7629.94 36688.9, 7650.32 36982.11, 7671.1 37275.34, 7691.83 37568.22, 7712.56 37860.79, 7714.43 37885.79, 8024.27 37868.95, 8334.13 37852.13, 8643.62 37835.29, 8952.72 37818.48, 8978.75 37817.35, 8958.82 37525.5, 8938.83 37233.34, 8918.85 36940.83, 8898.82 36648, 8897.42 36623.29))",annotation,plate4_5G,[102   0 102]
136,"POLYGON ((17515.28 42622.67, 17219.34 42641.52, 16923.1 42660.76, 16626.53 42680, 16399.34 42694.48, 16329.56 42699.28, 16304.92 42700.96, 16320.33 42982.46, 16335.71 43264.01, 16351.11 43545.23, 16366.48 43826.16, 16367.89 43850.17, 16663.78 43830.3, 16959.7 43810.41, 17255.27 43790.52, 17550.49 43770.68, 17574.97 43769.31, 17560.32 43489.04, 17545.63 43208.48, 17530.96 42927.57, 17516.23 42646.41, 17515.28 42622.67))",annotation,plate4_8D,[  0 255   0]
137,"POLYGON ((15034.91 21387.85, 14724.31 21394.4, 14413.34 21401.31, 14101.99 21408.25, 13863.92 21413.28, 13790.26 21415.19, 13764.76 21415.85, 13781.92 21722.14, 13799.47 22028.42, 13816.98 22334.38, 13834.53 22639.99, 13836.13 22666.12, 14146.69 22658.42, 14457.33 22650.74, 14767.52 22643.08, 15077.4 22635.38, 15103.49 22635.03, 15086.38 22330.22, 15069.58 22025.04, 15052.83 21719.55, 15036.03 21413.67, 15034.91 21387.85))",annotation,plate4_10C,[102   0 102]
140,"POLYGON ((16414.51 46547.75, 16119.4 46568.82, 15823.97 46590.27, 15528.18 46611.74, 15301.64 46627.94, 15232.05 46633.24, 15207.45 46635.12, 15223.38 46913.08, 15239.29 47191.08, 15255.21 47468.77, 15271.14 47746.19, 15272.59 47769.89, 15567.65 47747.79, 15862.79 47725.7, 16157.53 47703.64, 16451.95 47681.56, 16476.4 47680.02, 16461.22 47403.25, 16445.97 47126.2, 16430.77 46848.85, 16415.51 46571.19, 16414.51 46547.75))",annotation,plate4_11F,[102   0 102]
141,"POLYGON ((9077.88 39266.82, 8769.71 39284.07, 8461.23 39301.72, 8152.3 39319.39, 7915.71 39332.67, 7843.03 39337.09, 7817.37 39338.66, 7837.9 39628.85, 7858.47 39919.07, 7879.02 40208.98, 7899.51 40498.56, 7901.36 40523.3, 8209.54 40504.96, 8517.67 40486.61, 8825.5 40468.28, 9132.92 40449.94, 9158.42 40448.72, 9138.65 40159.84, 9118.9 39870.64, 9099.09 39581.12, 9079.29 39291.28, 9077.88 39266.82))",annotation,plate4_6G,[102   0 102]
142,"POLYGON ((13494.92 42882.73, 13194.19 42901.88, 12893.19 42921.43, 12591.77 42940.64, 12361.32 42955.32, 12289.98 42960.22, 12265.33 42961.91, 12282.72 43245.54, 12300.47 43529.23, 12318.23 43812.58, 12335.97 44095.61, 12337.6 44120.17, 12638.28 44099.96, 12938.98 44079.75, 13239.32 44059.56, 13539.31 44039.4, 13564.6 44037.96, 13547.2 43755.63, 13530.17 43472.94, 13513.15 43189.96, 13496.07 42906.64, 13494.92 42882.73))",annotation,plate4_12C,[  0 255   0]
144,"POLYGON ((11853.58 39108.63, 11548.77 39125.71, 11243.59 39143.17, 10938.1 39160.65, 10704.52 39173.75, 10632.21 39178.16, 10607.19 39179.68, 10625.69 39468.38, 10644.58 39757.13, 10663.42 40045.53, 10682.27 40333.6, 10684 40358.6, 10988.82 40340.45, 11293.6 40322.3, 11598.04 40304.16, 11902.11 40286.05, 11927.78 40284.79, 11909.25 39997.44, 11891.16 39709.72, 11873.01 39421.71, 11854.84 39133.34, 11853.58 39108.63))",annotation,plate4_8G,[  0 255   0]
148,"POLYGON ((22111.58 25344.34, 21811.91 25353.11, 21511.89 25362.28, 21211.49 25371.09, 20981.85 25377.85, 20910.75 25380.29, 20886.15 25381.13, 20898.94 25678.63, 20912.11 25976.14, 20925.24 26273.33, 20938.38 26570.19, 20939.65 26595.96, 21239.32 26586.04, 21539.01 26576.15, 21838.3 26566.26, 22137.3 26556.37, 22162.5 26555.83, 22149.66 26259.72, 22137.26 25963.29, 22124.8 25666.5, 22112.34 25369.39, 22111.58 25344.34))",annotation,plate4_6C,[102   0 102]
149,"POLYGON ((12258.07 45539.28, 11957.32 45559.97, 11656.22 45581.06, 11354.77 45602.16, 11123.92 45618.07, 11052.96 45623.3, 11027.89 45625.14, 11046.31 45906.65, 11064.73 46188.2, 11083.1 46469.44, 11101.49 46750.36, 11103.21 46774.74, 11403.91 46753, 11704.69 46731.25, 12005.06 46709.53, 12305.14 46687.84, 12330.05 46686.3, 12312.39 46406.04, 12294.68 46125.48, 12277.02 45844.57, 12259.3 45563.38, 12258.07 45539.28))",annotation,plate4_3B,[102   0 102]
150,"POLYGON ((10703.85 63073.13, 10410.88 63103.38, 10117.6 63134.02, 9823.97 63164.69, 9599.09 63187.93, 9530.01 63195.39, 9505.59 63198.03, 9524.3 63461.93, 9543.01 63725.9, 9561.67 63989.59, 9580.34 64252.98, 9582.05 64275.83, 9875.01 64244.61, 10167.94 64213.38, 10460.57 64182.19, 10752.89 64151.01, 10777.13 64148.7, 10759.15 63885.88, 10741.18 63622.77, 10723.16 63359.39, 10705.12 63095.73, 10703.85 63073.13))",annotation,plate4_7B,[255 255 255]
151,"POLYGON ((7616.01 37990.86, 7305.31 38007.44, 6994.25 38024.41, 6682.81 38041.39, 6444.3 38054.14, 6370.99 38058.4, 6345.12 38059.91, 6366.6 38352.38, 6388.11 38644.87, 6409.57 38937.05, 6431.03 39228.88, 6433.02 39254.2, 6743.71 39236.55, 7054.4 39218.84, 7364.69 39201.19, 7674.67 39183.54, 7700.41 39182.38, 7679.68 38891.25, 7659 38599.79, 7638.25 38307.99, 7617.49 38015.89, 7616.01 37990.86))",annotation,plate4_5G,[102   0 102]
152,"POLYGON ((15680.09 57737.54, 15390.22 57764.72, 15100.03 57792.22, 14809.48 57819.77, 14587.38 57840.61, 14518.65 57847.38, 14494.86 57849.71, 14510.5 58116.34, 14526.48 58382.98, 14542.51 58649.32, 14558.46 58915.39, 14559.92 58938.14, 14849.76 58910.02, 15139.64 58881.9, 15429.18 58853.82, 15718.39 58825.76, 15742.77 58823.63, 15727.12 58558.19, 15711.8 58292.43, 15696.43 58026.39, 15681.1 57760.04, 15680.09 57737.54))",annotation,plate4_3F,[255 255   0]
153,"POLYGON ((8887.25 55905.85, 8588.09 55932.41, 8288.56 55959.35, 7988.75 55986.33, 7759.48 56006.71, 7688.55 56013.35, 7664 56015.64, 7683.62 56288.13, 7703.7 56560.64, 7723.69 56832.87, 7743.69 57104.76, 7745.5 57128.02, 8044.66 57100.44, 8343.78 57072.86, 8642.59 57045.34, 8941.05 57017.84, 8966.21 57015.76, 8946.54 56744.52, 8927.27 56472.91, 8907.94 56201.02, 8888.56 55928.82, 8887.25 55905.85))",annotation,plate4_2H,[255 255 255]
154,"POLYGON ((17696.99 18549.65, 17388.16 18554.39, 17078.97 18559.55, 16769.38 18564.35, 16532.29 18568.02, 16459.41 18569.51, 16433.67 18570.05, 16449.68 18877.82, 16465.7 19185.64, 16481.66 19493.1, 16497.64 19800.23, 16499.16 19826.89, 16807.95 19820.93, 17116.83 19815, 17425.26 19809.09, 17733.37 19803.16, 17758.95 19802.95, 17743.73 19496.64, 17728.46 19189.96, 17713.25 18882.95, 17697.98 18575.56, 17696.99 18549.65))",annotation,plate4_10A,[102   0 102]
155,"POLYGON ((15484.71 29588.53, 15179.14 29599.96, 14873.24 29611.78, 14566.96 29623.26, 14332.38 29632.04, 14260.31 29635.09, 14234.84 29636.18, 14251.86 29933.06, 14268.88 30229.99, 14285.88 30526.59, 14302.83 30822.86, 14304.4 30848.55, 14609.97 30836.01, 14915.48 30823.45, 15220.7 30810.94, 15525.47 30798.41, 15550.78 30797.65, 15534.58 30502.13, 15518.32 30206.27, 15502.05 29910.09, 15485.76 29613.56, 15484.71 29588.53))",annotation,plate4_9D,[102   0 102]
156,"POLYGON ((17647.95 45163.53, 17353.59 45183.78, 17058.93 45204.41, 16763.86 45225.08, 16537.93 45240.64, 16468.51 45245.75, 16443.97 45247.57, 16459.2 45526.26, 16474.46 45805, 16489.7 46083.46, 16504.89 46361.58, 16506.32 46385.37, 16800.66 46364.08, 17095.03 46342.79, 17389.05 46321.55, 17682.73 46300.3, 17707.11 46298.8, 17692.55 46021.34, 17678.03 45743.52, 17663.47 45465.43, 17648.92 45187.02, 17647.95 45163.53))",annotation,plate4_5F,[102   0 102]
158,"POLYGON ((7898.29 41967.95, 7590.11 41986.79, 7281.66 42006.07, 6972.77 42025.34, 6736.23 42039.82, 6663.53 42044.61, 6637.88 42046.31, 6659.06 42334.28, 6680.21 42622.27, 6701.37 42909.96, 6722.47 43197.32, 6724.41 43221.88, 7032.52 43201.96, 7340.65 43181.99, 7648.44 43162.46, 7955.83 43142.57, 7981.35 43141.17, 7960.97 42854.52, 7940.57 42567.53, 7920.15 42280.23, 7899.74 41992.59, 7898.29 41967.95))",annotation,plate4_9G,[255 255 255]
159,"POLYGON ((18994.02 17166.25, 18686.02 17170.15, 18377.7 17174.47, 18069.02 17178.78, 17832.96 17181.79, 17759.89 17183.09, 17734.64 17183.55, 17749.51 17492.06, 17764.74 17800.62, 17779.99 18108.83, 17795.22 18416.67, 17796.62 18443, 18104.59 18437.92, 18412.57 18432.83, 18720.17 18427.75, 19027.36 18422.7, 19053.29 18422.56, 19038.43 18115.51, 19023.94 17808.11, 19009.47 17500.35, 18994.95 17192.24, 18994.02 17166.25))",annotation,plate4_10A,[102   0 102]
160,"POLYGON ((16831.48 29536.76, 16527.61 29548.12, 16223.32 29559.89, 15918.74 29571.66, 15685.42 29580.42, 15613.71 29583.46, 15588.38 29584.52, 15604.58 29880.65, 15620.79 30176.8, 15636.99 30472.63, 15653.16 30768.11, 15654.64 30793.38, 15958.5 30780.91, 16262.44 30768.41, 16565.98 30755.94, 16869.16 30743.51, 16894.33 30742.76, 16878.9 30447.98, 16863.45 30152.9, 16847.98 29857.48, 16832.49 29561.7, 16831.48 29536.76))",annotation,plate4_9D,[102   0 102]
162,"POLYGON ((30087.89 23739.25, 29797.1 23746.94, 29505.99 23755.05, 29214.47 23763.14, 28991.63 23769.06, 28922.67 23771.24, 28898.8 23772.01, 28906.94 24066.3, 28915.48 24360.66, 28924.02 24654.68, 28932.52 24948.38, 28933.37 24973.48, 29224.18 24964.69, 29515.01 24955.88, 29805.5 24947.09, 30095.64 24938.32, 30120.09 24937.87, 30111.84 24644.9, 30104.02 24351.6, 30096.15 24057.98, 30088.31 23764.04, 30087.89 23739.25))",annotation,plate4_3C,[102   0 102]
163,"POLYGON ((19124.81 19949.85, 18818.52 19955.44, 18511.91 19961.44, 18204.83 19967.06, 17970.1 19971.38, 17897.43 19973.07, 17872.32 19973.67, 17887 20278.99, 17902.11 20584.34, 17917.2 20889.37, 17932.24 21194.03, 17933.67 21220.47, 18239.96 21213.7, 18546.26 21206.95, 18852.19 21200.2, 19157.74 21193.45, 19183.5 21193.16, 19168.76 20889.31, 19154.45 20585.06, 19140.1 20280.49, 19125.76 19975.57, 19124.81 19949.85))",annotation,plate4_11C,[102   0 102]
164,"POLYGON ((19570.64 29431.55, 19270.07 29442.8, 18969.14 29454.43, 18667.86 29466.07, 18437.48 29474.72, 18366.2 29477.74, 18341.53 29478.78, 18355.72 29773.37, 18370.26 30067.94, 18384.85 30362.19, 18399.4 30656.13, 18400.73 30681.27, 18701.27 30668.93, 19001.9 30656.59, 19302.09 30644.25, 19601.96 30631.94, 19627.24 30631.17, 19613.07 30337.97, 19599.24 30044.44, 19585.39 29750.58, 19571.52 29456.38, 19570.64 29431.55))",annotation,plate4_9B,[102   0 102]
165,"POLYGON ((12179.73 44291.01, 11878.19 44311.01, 11576.31 44331.39, 11274.07 44351.81, 11042.61 44367.18, 10971.49 44372.24, 10946.36 44374.04, 10964.45 44656.96, 10982.96 44939.88, 11001.46 45222.52, 11019.9 45504.82, 11021.63 45529.32, 11323.15 45508.27, 11624.66 45487.21, 11925.87 45466.18, 12226.7 45445.16, 12252.06 45443.67, 12234.32 45162.04, 12216.55 44880.07, 12198.77 44597.8, 12180.96 44315.23, 12179.73 44291.01))",annotation,plate4_3B,[102   0 102]
167,"POLYGON ((16135.15 41456.29, 15836.88 41474.52, 15538.3 41493.16, 15239.41 41511.82, 15010.84 41525.82, 14940.09 41530.51, 14915.65 41532.12, 14931.52 41815.71, 14947.75 42099.34, 14963.99 42382.65, 14980.21 42665.62, 14981.69 42689.83, 15279.91 42670.52, 15578.15 42651.22, 15876.04 42631.93, 16173.58 42612.7, 16198.66 42611.32, 16182.77 42329.05, 16167.25 42046.4, 16151.73 41763.45, 16136.17 41480.18, 16135.15 41456.29))",annotation,plate4_8D,[  0 255   0]
168,"POLYGON ((12096.75 42973.09, 11794.38 42992.37, 11491.7 43012.01, 11188.57 43031.32, 10956.44 43046.14, 10885.13 43051.02, 10859.95 43052.74, 10878.53 43337.11, 10897.14 43621.52, 10915.73 43905.6, 10934.26 44189.36, 10935.97 44213.99, 11238.35 44193.67, 11540.69 44173.35, 11842.73 44153.04, 12144.38 44132.77, 12169.4 44131.35, 12151.56 43848.26, 12133.74 43564.84, 12115.86 43281.14, 12098 42997.07, 12096.75 42973.09))",annotation,plate4_12D,[102   0 102]
171,"POLYGON ((14177.44 54228.09, 13883.82 54253.46, 13589.88 54279.2, 13295.62 54304.97, 13070.2 54324.48, 13000.96 54330.79, 12976.48 54333.01, 12993.48 54604.16, 13010.47 54875.34, 13027.45 55146.23, 13044.41 55416.85, 13045.96 55439.98, 13339.52 55413.62, 13633.17 55387.26, 13926.47 55361.26, 14219.38 55334.96, 14243.71 55333.06, 14227.47 55063.05, 14211.18 54792.77, 14194.91 54522.18, 14178.55 54251.32, 14177.44 54228.09))",annotation,plate4_5E,[255 255   0]
172,"POLYGON ((20478.33 18503.88, 20172.9 18508.58, 19867.18 18513.7, 19561.05 18518.81, 19326.97 18522.44, 19254.51 18523.94, 19229.48 18524.45, 19243.41 18830.53, 19257.71 19136.67, 19272.02 19442.45, 19286.32 19747.87, 19287.63 19773.99, 19593.03 19768.13, 19898.44 19762.25, 20203.48 19756.37, 20508.14 19750.54, 20533.82 19750.33, 20519.88 19445.7, 20506.32 19140.7, 20492.77 18835.35, 20479.18 18529.67, 20478.33 18503.88))",annotation,plate4_2C,[102   0 102]
173,"POLYGON ((17909.23 50166.4, 17617.89 50189.39, 17326.29 50212.74, 17034.27 50235.79, 16811.05 50253.41, 16741.95 50259.19, 16718.07 50261.19, 16732.66 50534.45, 16747.59 50807.73, 16762.53 51080.73, 16777.43 51353.41, 16778.84 51377.07, 17070.13 51353.1, 17361.46 51329.12, 17652.44 51305.15, 17943.08 51281.21, 17967.58 51279.46, 17952.96 51007.42, 17938.7 50735.06, 17924.42 50462.41, 17910.16 50189.45, 17909.23 50166.4))",annotation,plate4_4A,[255 255   0]
174,"POLYGON ((28761.24 22466.56, 28468.19 22473.54, 28174.73 22480.92, 27880.95 22488.29, 27655.98 22493.67, 27586.84 22495.67, 27562.41 22496.38, 27571.71 22792.89, 27581.05 23089.47, 27590.34 23385.69, 27599.69 23681.6, 27600.57 23706.91, 27893.67 23698.83, 28186.79 23690.73, 28479.53 23682.66, 28771.98 23674.59, 28796.25 23674.21, 28787.62 23379.03, 28778.99 23083.54, 28770.35 22787.7, 28761.69 22491.55, 28761.24 22466.56))",annotation,plate4_3C,[102   0 102]
175,"POLYGON ((16343.5 45254.25, 16047.6 45274.61, 15751.36 45295.34, 15454.78 45316.12, 15227.66 45331.79, 15157.85 45336.92, 15133.18 45338.73, 15149.2 45618.1, 15165.22 45897.53, 15181.19 46176.66, 15197.2 46455.45, 15198.68 46479.64, 15494.53 46458.26, 15790.47 46436.88, 16086 46415.5, 16381.24 46394.14, 16405.75 46392.64, 16390.47 46114.48, 16375.14 45836.02, 16359.86 45557.25, 16344.53 45278.17, 16343.5 45254.25))",annotation,plate4_5F,[102   0 102]
176,"POLYGON ((17629.13 17185.02, 17319.46 17188.95, 17009.47 17193.27, 16699.03 17197.62, 16461.71 17200.67, 16388.24 17201.97, 16362.85 17202.42, 16378.52 17511.79, 16394.62 17821.17, 16410.7 18130.21, 16426.72 18438.86, 16428.19 18465.28, 16737.88 18460.16, 17047.52 18455.06, 17356.85 18449.96, 17665.75 18444.87, 17691.79 18444.71, 17676.07 18136.87, 17660.79 17828.62, 17645.47 17520.04, 17630.15 17211.07, 17629.13 17185.02))",annotation,plate4_10A,[102   0 102]
177,"POLYGON ((12945.83 33753.6, 12639.46 33767.56, 12332.7 33781.88, 12025.57 33796.23, 11790.72 33806.94, 11718.06 33810.59, 11692.91 33811.86, 11710.9 34105.75, 11729.36 34399.64, 11747.76 34693.23, 11766.1 34986.48, 11767.77 35011.55, 12074.16 34996.5, 12380.57 34981.46, 12686.66 34966.8, 12992.29 34951.79, 13018.06 34950.81, 13000.04 34658.3, 12982.43 34365.45, 12964.76 34072.27, 12947.08 33778.76, 12945.83 33753.6))",annotation,plate4_4H,[102   0 102]
178,"POLYGON ((26274.85 27883.95, 25981.61 27894.13, 25688.06 27904.7, 25394.15 27914.93, 25169.05 27922.77, 25099.9 27925.54, 25075.45 27926.5, 25086.12 28218.62, 25096.79 28510.79, 25107.46 28802.64, 25118.07 29094.15, 25119.09 29119.46, 25412.33 29108.17, 25705.54 29096.88, 25998.46 29085.64, 26290.97 29074.4, 26315.25 29073.72, 26305.32 28782.93, 26295.35 28491.8, 26285.37 28200.34, 26275.38 27908.57, 26274.85 27883.95))",annotation,plate4_3D,[128   0 128]
181,"POLYGON ((14324.46 56674.18, 14032.4 56700.87, 13739.98 56727.9, 13447.2 56754.61, 13222.99 56775.13, 13154.11 56781.74, 13129.76 56784.07, 13146.55 57052.55, 13163.39 57321.1, 13180.23 57589.34, 13196.99 57857.3, 13198.54 57880.55, 13490.61 57852.91, 13782.71 57825.28, 14074.5 57797.63, 14365.9 57770.05, 14390.47 57767.99, 14373.98 57500.66, 14357.88 57233.02, 14341.74 56965.07, 14325.58 56696.85, 14324.46 56674.18))",annotation,plate4_3F,[255 255   0]
182,"POLYGON ((15471.88 54115.33, 15179.8 54140.57, 14887.34 54166.18, 14594.55 54191.48, 14370.35 54210.85, 14301.47 54217.14, 14277.12 54219.35, 14293.33 54489.86, 14309.58 54760.43, 14325.82 55030.68, 14342.03 55300.66, 14343.53 55324.07, 14635.61 55297.85, 14927.72 55271.63, 15219.5 55245.44, 15510.94 55219.27, 15535.13 55217.34, 15519.6 54947.98, 15504.09 54678.34, 15488.49 54408.39, 15472.91 54138.15, 15471.88 54115.33))",annotation,plate4_5E,[255 255   0]
183,"POLYGON ((16063.08 40136.66, 15764 40154.16, 15464.65 40172.04, 15164.91 40189.97, 14935.33 40203.41, 14864.77 40207.88, 14839.88 40209.47, 14855.83 40494.52, 14872.18 40779.61, 14888.47 41064.39, 14904.78 41348.85, 14906.29 41373.54, 15205.32 41354.96, 15504.37 41336.38, 15803.07 41317.84, 16101.41 41299.32, 16126.56 41298.03, 16110.98 41014.27, 16095.37 40730.16, 16079.77 40445.77, 16064.13 40161.04, 16063.08 40136.66))",annotation,plate4_10D,[  0 255   0]
185,"POLYGON ((17380.98 40058.52, 17083.5 40075.94, 16785.69 40093.73, 16487.51 40111.18, 16259.53 40124.56, 16188.99 40129.03, 16164.57 40130.57, 16179.72 40414.93, 16195.32 40699.32, 16210.87 40983.36, 16226.37 41267.13, 16227.81 41291.74, 16525.3 41273.27, 16822.76 41254.81, 17119.92 41236.33, 17416.66 41217.91, 17441.68 41216.66, 17426.48 40933.58, 17411.67 40650.2, 17396.81 40366.5, 17381.94 40082.49, 17380.98 40058.52))",annotation,plate4_10D,[  0 255   0]
187,"POLYGON ((15993.57 38872.77, 15693.74 38889.57, 15393.54 38906.74, 15093.05 38923.95, 14862.88 38936.84, 14792.17 38941.15, 14767.17 38942.66, 14783.59 39229.11, 14800.02 39515.61, 14816.39 39801.78, 14832.78 40087.66, 14834.29 40112.46, 15134.13 40094.58, 15433.93 40076.72, 15733.41 40058.88, 16032.56 40041.07, 16057.77 40039.82, 16041.7 39754.7, 16026.04 39469.21, 16010.34 39183.41, 15994.62 38897.27, 15993.57 38872.77))",annotation,plate4_10D,[  0 255   0]
188,"POLYGON ((24811.16 25262.43, 24514.73 25271.12, 24218.01 25280.2, 23920.91 25289.28, 23693.36 25295.96, 23623.44 25298.38, 23598.73 25299.22, 23610.31 25595.11, 23621.87 25891.07, 23633.44 26186.68, 23644.99 26481.96, 23646.11 26507.2, 23942.48 26497.43, 24238.94 26487.62, 24534.98 26477.83, 24830.7 26468.06, 24855.25 26467.54, 24844.4 26172.98, 24833.53 25878.11, 24822.69 25582.88, 24811.8 25287.37, 24811.16 25262.43))",annotation,plate4_2D,[102   0 102]
189,"POLYGON ((15256.82 50377.84, 14962.37 50401.07, 14667.65 50424.67, 14372.56 50448.3, 14146.55 50466.14, 14077.12 50471.95, 14052.58 50474.02, 14069.07 50748.59, 14085.53 51023.21, 14102.01 51297.54, 14118.46 51571.55, 14120.02 51595.33, 14414.38 51571.12, 14708.84 51546.85, 15002.89 51522.65, 15296.62 51498.47, 15321.01 51496.73, 15305.28 51223.33, 15289.47 50949.64, 15273.7 50675.63, 15257.89 50401.34, 15256.82 50377.84))",annotation,plate4_12E,[255 255   0]
191,"POLYGON ((12340.13 46842.56, 12040.17 46864, 11739.93 46885.81, 11439.3 46907.63, 11209.05 46924.09, 11138.31 46929.48, 11113.31 46931.38, 11131.64 47211.45, 11149.93 47491.56, 11168.24 47771.35, 11186.53 48050.85, 11188.22 48074.74, 11488.1 48052.27, 11788.07 48029.82, 12087.62 48007.38, 12386.84 47984.97, 12411.69 47983.39, 12394.12 47704.54, 12376.53 47425.41, 12358.96 47145.95, 12341.33 46866.18, 12340.13 46842.56))",annotation,plate4_3A,[255 255 255]
192,"POLYGON ((10925.28 45632.33, 10622.93 45653.15, 10320.24 45674.34, 10017.16 45695.57, 9785.08 45711.56, 9713.78 45716.8, 9688.57 45718.65, 9707.79 46000.86, 9726.97 46283.09, 9746.17 46565.03, 9765.34 46846.65, 9767.07 46870.73, 10069.39 46848.86, 10371.74 46826.99, 10673.73 46805.16, 10975.36 46783.36, 11000.79 46781.79, 10981.99 46500.87, 10963.5 46219.6, 10945.02 45938.03, 10926.54 45656.11, 10925.28 45632.33))",annotation,plate4_3B,[102   0 102]
193,"POLYGON ((7803.12 40628.27, 7494.08 40646.36, 7184.76 40664.86, 6875.03 40683.37, 6638.19 40697.25, 6564.92 40701.88, 6539.56 40703.48, 6560.46 40993, 6581.72 41282.51, 6602.99 41571.69, 6624.23 41860.57, 6626.18 41885.25, 6935.12 41866.07, 7244.15 41846.88, 7552.74 41827.73, 7860.99 41808.58, 7886.98 41807.27, 7866.11 41519.11, 7845.6 41230.63, 7825.1 40941.8, 7804.55 40652.68, 7803.12 40628.27))",annotation,plate4_6G,[102   0 102]
194,"POLYGON ((10843.45 44380.99, 10540.3 44401.09, 10236.82 44421.6, 9932.97 44442.11, 9700.25 44457.57, 9628.76 44462.67, 9603.49 44464.46, 9622.41 44748.07, 9641.72 45031.71, 9660.98 45315.04, 9680.25 45598.04, 9682.02 45622.23, 9985.11 45601.07, 10288.28 45579.89, 10591.05 45559.12, 10893.5 45538.01, 10918.96 45536.49, 10900.46 45254.15, 10881.91 44971.52, 10863.34 44688.54, 10844.75 44405.27, 10843.45 44380.99))",annotation,plate4_3B,[102   0 102]
195,"POLYGON ((16481.6 47774.32, 16187.21 47796.06, 15892.57 47818.19, 15597.5 47840.32, 15371.95 47857, 15302.16 47862.5, 15278 47864.4, 15293.48 48141.05, 15309.31 48417.71, 15325.15 48694.06, 15340.98 48970.13, 15342.42 48993.71, 15636.76 48970.96, 15931.12 48948.2, 16225.13 48925.46, 16518.81 48902.74, 16543.56 48901.1, 16528.09 48625.7, 16512.91 48349.99, 16497.74 48073.96, 16482.6 47797.65, 16481.6 47774.32))",annotation,plate4_11F,[102   0 102]
