,geometry,objectType,name,color
318,"POLYGON ((17779.23 47677.16, 17486.4 47698.78, 17193.25 47720.77, 16899.75 47742.83, 16675 47759.45, 16605.91 47764.89, 16581.5 47766.81, 16596.6 48042.75, 16611.71 48318.74, 16626.77 48594.44, 16641.85 48869.82, 16643.26 48893.38, 16936.04 48870.72, 17228.9 48848.07, 17521.39 48825.82, 17813.57 48803.2, 17838.17 48801.59, 17823.41 48526.85, 17809 48251.78, 17794.62 47976.43, 17780.18 47700.78, 17779.23 47677.16))",annotation,plate4_11F,[102   0 102]
319,"POLYGON ((20124.57 41208.22, 19831.04 41226.18, 19537.21 41244.51, 19243.07 41262.88, 19017.73 41276.68, 18948.52 41281.25, 18924.05 41282.88, 18938.01 41564.31, 18951.9 41845.82, 18965.82 42126.99, 18979.71 42407.88, 18981.01 42432.25, 19274.5 42413.26, 19568.01 42394.25, 19861.18 42375.29, 20153.96 42356.33, 20178.28 42355.03, 20165.1 42074.82, 20151.88 41794.27, 20138.67 41513.45, 20125.42 41232.32, 20124.57 41208.22))",annotation,plate4_6H,[  0 255   0]
320,"POLYGON ((9888.15 29803.09, 9575.74 29814.77, 9262.94 29826.87, 8949.82 29838.97, 8709.96 29847.96, 8636.27 29851.08, 8610.23 29852.19, 8630.66 30152.27, 8651.09 30452.38, 8671.46 30752.17, 8691.85 31051.62, 8693.69 31077.22, 9006.12 31064.4, 9318.49 31051.56, 9630.51 31038.73, 9942.15 31025.94, 9968.03 31025.17, 9948.42 30726.48, 9928.83 30427.45, 9909.18 30128.09, 9889.51 29828.38, 9888.15 29803.09))",annotation,plate4_4G,[102   0 102]
321,"POLYGON ((9708.94 27067.04, 9394.79 27077.11, 9080.27 27087.55, 8765.37 27098.02, 8524.17 27105.77, 8450.07 27108.52, 8423.88 27109.48, 8444.52 27412.71, 8465.14 27716, 8485.79 28018.9, 8506.36 28321.46, 8508.24 28347.72, 8822.38 28336.53, 9136.53 28325.33, 9450.32 28314.11, 9763.66 28302.93, 9789.68 28302.3, 9769.9 28000.49, 9750.07 27698.35, 9730.22 27395.82, 9710.34 27093, 9708.94 27067.04))",annotation,plate4_12A,[102   0 102]
323,"POLYGON ((8801.67 54697.62, 8501.73 54723.52, 8201.45 54749.8, 7900.83 54776.15, 7670.58 54796.06, 7599.85 54802.5, 7574.85 54804.79, 7594.95 55078.57, 7615.13 55352.4, 7635.25 55625.94, 7655.31 55899.17, 7657.13 55922.55, 7957.06 55895.59, 8256.97 55868.68, 8556.58 55841.8, 8855.78 55814.93, 8880.63 55812.95, 8861.25 55540.36, 8841.88 55267.42, 8822.46 54994.21, 8803.02 54720.7, 8801.67 54697.62))",annotation,plate4_2H,[255 255 255]
324,"POLYGON ((27354.51 21116.87, 27058.99 21123.07, 26763.13 21129.65, 26466.9 21136.26, 26240.06 21141.04, 26170.32 21142.87, 26145.68 21143.52, 26155.48 21442.4, 26165.66 21741.32, 26175.8 22039.94, 26185.96 22338.19, 26186.95 22363.69, 26482.48 22356.38, 26778.03 22349.03, 27073.21 22342.12, 27368.08 22334.81, 27392.93 22334.49, 27383.47 22036.97, 27373.98 21739.13, 27364.53 21440.94, 27355.04 21142.44, 27354.51 21116.87))",annotation,plate4_11B,[102   0 102]
325,"POLYGON ((12291.88 22875.1, 11978.69 22882.57, 11665.07 22890.44, 11351.09 22898.33, 11110.64 22904.09, 11036.72 22906.22, 11010.61 22906.96, 11029.4 23213.29, 11048.6 23519.63, 11067.75 23825.63, 11086.93 24131.28, 11088.69 24157.79, 11401.91 24149.16, 11715.13 24140.53, 12027.94 24131.91, 12340.42 24123.28, 12366.76 24122.85, 12348.39 23817.97, 12330 23512.79, 12311.59 23207.22, 12293.16 22901.3, 12291.88 22875.1))",annotation,plate4_5B,[102   0 102]
326,"POLYGON ((18039.8 25467.52, 17735.21 25476.46, 17430.19 25485.79, 17124.84 25495.13, 16891 25502, 16819.11 25504.46, 16793.71 25505.33, 16809.32 25805.21, 16824.92 26105.11, 16840.51 26404.66, 16856.08 26703.9, 16857.51 26729.48, 17162.1 26719.42, 17466.77 26709.36, 17771.02 26699.68, 18074.96 26689.64, 18100.19 26689.1, 18085.36 26390.62, 18070.52 26091.81, 18055.66 25792.67, 18040.78 25493.17, 18039.8 25467.52))",annotation,plate4_5A,[102   0 102]
328,"POLYGON ((16547.78 24111.7, 16240.56 24119.86, 15932.98 24128.42, 15625.02 24136.95, 15389.54 24143.22, 15316.68 24145.52, 15291.46 24146.32, 15307.62 24448.63, 15324.17 24750.95, 15340.66 25052.94, 15357.17 25354.59, 15358.71 25380.36, 15665.9 25371.08, 15973.16 25361.79, 16279.98 25352.51, 16586.49 25343.23, 16612.3 25342.73, 16596.15 25041.87, 16580.38 24740.66, 16564.62 24439.09, 16548.81 24137.19, 16547.78 24111.7))",annotation,plate4_8H,[102   0 102]
329,"POLYGON ((10458.8 59487.21, 10163.55 59515.6, 9867.94 59544.38, 9572.05 59573.17, 9345.79 59594.94, 9275.76 59602, 9251.56 59604.45, 9270.13 59872.27, 9289.15 60140.11, 9308.08 60407.66, 9327.02 60674.92, 9328.73 60697.77, 9623.95 60668.39, 9919.2 60639.02, 10214.13 60610.02, 10508.69 60580.7, 10533.53 60578.5, 10514.91 60311.87, 10496.64 60044.91, 10478.39 59777.68, 10460.08 59510.15, 10458.8 59487.21))",annotation,plate4_9A,[255 255 255]
331,"POLYGON ((10539.74 60669.02, 10245.21 60698.03, 9950.42 60727.42, 9655.23 60756.84, 9429.17 60779.12, 9359.72 60786.3, 9335.21 60788.82, 9354.1 61055.32, 9372.96 61321.9, 9391.83 61588.16, 9410.65 61854.14, 9412.36 61876.88, 9706.85 61846.88, 10001.32 61816.92, 10295.5 61786.95, 10589.32 61757.04, 10613.68 61754.79, 10595.56 61489.42, 10577.38 61223.75, 10559.18 60957.76, 10540.99 60691.51, 10539.74 60669.02))",annotation,plate4_9A,[255 255 255]
332,"POLYGON ((17449.84 41374.51, 17153.16 41392.65, 16856.13 41411.2, 16558.8 41429.75, 16331.44 41443.66, 16261.09 41448.31, 16236.74 41449.93, 16251.81 41732.83, 16267.33 42015.74, 16282.77 42298.36, 16298.22 42580.66, 16299.64 42604.8, 16596.32 42585.6, 16892.97 42566.39, 17189.32 42547.58, 17485.3 42528.41, 17510.25 42527.06, 17495.13 42245.48, 17480.39 41963.52, 17465.61 41681.27, 17450.78 41398.71, 17449.84 41374.51))",annotation,plate4_8D,[  0 255   0]
333,"POLYGON ((16970.92 32206.73, 16668.65 32219.63, 16366.04 32232.97, 16063.06 32246.3, 15831 32256.24, 15759.71 32259.66, 15734.51 32260.86, 15750.55 32553.95, 15766.57 32847.11, 15782.63 33139.93, 15798.61 33432.41, 15800.07 33457.42, 16102.33 33443.4, 16404.61 33429.36, 16706.57 33415.73, 17008.09 33401.75, 17033.13 33400.84, 17017.88 33109.08, 17002.59 32816.99, 16987.24 32524.55, 16971.95 32231.81, 16970.92 32206.73))",annotation,plate4_1F,[102   0 102]
334,"POLYGON ((8620.69 32572.12, 8308.22 32585.46, 7995.4 32599.24, 7682.17 32612.65, 7442.27 32622.92, 7368.58 32626.43, 7342.53 32627.68, 7363.23 32925.48, 7384.31 33223.35, 7405.43 33520.84, 7426.46 33818.01, 7428.38 33843.8, 7740.82 33829.29, 8053.28 33814.79, 8365.39 33800.31, 8677.05 33785.88, 8703.32 33784.91, 8683.05 33488.52, 8662.78 33191.74, 8642.45 32894.65, 8622.1 32597.21, 8620.69 32572.12))",annotation,plate4_3H,[102   0 102]
336,"POLYGON ((12575.68 50591.91, 12278.1 50615.4, 11980.19 50639.27, 11681.93 50663.15, 11453.91 50681.16, 11383.35 50687.05, 11358.89 50689.09, 11376.57 50965.05, 11394.63 51241.04, 11412.64 51516.7, 11430.66 51792.08, 11432.32 51815.62, 11729.87 51791.11, 12027.45 51766.62, 12324.65 51742.16, 12621.56 51717.71, 12646.59 51715.92, 12628.87 51441.21, 12611.57 51166.18, 12594.22 50890.83, 12576.86 50615.2, 12575.68 50591.91))",annotation,plate4_7F,[255 255 255]
337,"POLYGON ((22224.22 28028.43, 21926.15 28038.78, 21627.72 28049.53, 21328.94 28060.3, 21100.11 28068.28, 21029.8 28071.07, 21004.95 28072.05, 21017.61 28366.53, 21030.62 28661.04, 21043.64 28955.21, 21056.68 29249.05, 21057.91 29274.56, 21355.95 29263.09, 21654.08 29251.63, 21951.79 29240.19, 22249.17 29228.74, 22274.24 29228.05, 22261.97 28934.94, 22249.66 28641.48, 22237.33 28347.73, 22224.99 28053.61, 22224.22 28028.43))",annotation,plate4_1C,[102   0 102]
338,"POLYGON ((14296.47 33690.77, 13991.7 33704.63, 13686.59 33718.89, 13381.11 33733.16, 13147.52 33743.82, 13075.25 33747.48, 13050.24 33748.73, 13067.45 34041.85, 13085.02 34335.02, 13102.64 34627.83, 13120.21 34920.31, 13121.82 34945.7, 13426.54 34930.74, 13731.34 34915.79, 14035.71 34900.82, 14339.74 34885.89, 14365.37 34884.91, 14348.2 34593.16, 14331.36 34301.06, 14314.5 34008.61, 14297.62 33715.87, 14296.47 33690.77))",annotation,plate4_4H,[102   0 102]
339,"POLYGON ((16762.64 28223.81, 16457.97 28234.38, 16152.92 28245.39, 15847.46 28256.39, 15613.95 28264.53, 15541.69 28267.42, 15516.67 28268.41, 15532.54 28566.02, 15548.83 28863.67, 15565.11 29160.99, 15581.36 29457.95, 15582.85 29483.35, 15887.54 29471.64, 16192.26 29459.89, 16496.6 29448.2, 16800.58 29436.53, 16826.2 29435.82, 16810.3 29139.6, 16794.77 28843.04, 16779.23 28546.13, 16763.7 28248.88, 16762.64 28223.81))",annotation,plate4_9D,[102   0 102]
340,"POLYGON ((15399.35 52856.5, 15106.49 52881.04, 14813.28 52905.98, 14519.7 52930.96, 14294.9 52949.82, 14225.83 52955.94, 14201.42 52958.11, 14217.72 53229.99, 14234.05 53501.9, 14250.4 53773.53, 14266.66 54044.87, 14268.15 54068.07, 14561.01 54042.52, 14853.9 54016.93, 15146.45 53991.41, 15438.66 53965.89, 15463.3 53964.03, 15447.31 53693.34, 15431.72 53422.32, 15416.04 53151.01, 15400.42 52879.41, 15399.35 52856.5))",annotation,plate4_7G,[255 255   0]
341,"POLYGON ((20960.87 29378.22, 20661.97 29389.39, 20362.7 29400.97, 20063.13 29412.54, 19833.67 29421.14, 19763.13 29424.15, 19738.22 29425.2, 19751.97 29718.96, 19765.75 30012.75, 19779.46 30306.23, 19793.18 30599.36, 19794.45 30624.43, 20093.34 30612.16, 20392.25 30599.88, 20690.81 30587.62, 20989 30575.38, 21013.76 30574.63, 21000.75 30282.22, 20987.73 29989.46, 20974.73 29696.39, 20961.65 29402.98, 20960.87 29378.22))",annotation,plate4_1C,[102   0 102]
343,"POLYGON ((18885.84 42534.07, 18591.56 42552.83, 18296.94 42571.95, 18001.98 42591.09, 17776.1 42605.51, 17706.67 42610.27, 17682.13 42611.95, 17696.37 42892.75, 17710.98 43173.55, 17725.55 43454.07, 17740.13 43734.28, 17741.47 43758.24, 18035.77 43738.45, 18330.04 43718.67, 18623.98 43698.89, 18917.62 43679.17, 18942.37 43677.77, 18928.45 43398.23, 18914.55 43118.38, 18900.67 42838.22, 18886.73 42557.75, 18885.84 42534.07))",annotation,plate4_6H,[  0 255   0]
344,"POLYGON ((18823.92 41289.13, 18528.88 41307.18, 18233.54 41325.62, 17937.79 41344.07, 17711.33 41357.94, 17641.72 41362.55, 17617.15 41364.17, 17631.8 41646.3, 17646.49 41928.5, 17661.16 42210.38, 17675.78 42491.94, 17677.12 42516.02, 17972.18 42496.93, 18267.2 42477.82, 18561.95 42459.11, 18856.3 42440.07, 18881.12 42438.71, 18866.76 42157.85, 18852.82 41876.64, 18838.83 41595.1, 18824.86 41313.28, 18823.92 41289.13))",annotation,plate4_6H,[  0 255   0]
345,"POLYGON ((19444.44 26746.16, 19142.25 26755.84, 18839.7 26765.89, 18536.79 26775.97, 18305.21 26783.4, 18233.54 26786.04, 18208.71 26786.96, 18223.04 27084.56, 18237.77 27382.19, 18252.44 27679.47, 18267.17 27976.41, 18268.54 28002.18, 18570.73 27991.4, 18872.94 27980.63, 19174.74 27969.86, 19476.25 27959.08, 19501.67 27958.48, 19487.32 27662.25, 19473.35 27365.72, 19459.35 27068.84, 19445.35 26771.64, 19444.44 26746.16))",annotation,plate4_5A,[102   0 102]
346,"POLYGON ((15920.41 37540.18, 15619.76 37556.2, 15318.78 37572.64, 15017.43 37589.07, 14787.04 37601.36, 14715.72 37605.53, 14691.07 37606.96, 14707.16 37894.9, 14723.67 38182.9, 14740.16 38470.55, 14756.6 38757.9, 14758.1 38782.45, 15058.77 38765.36, 15359.39 38748.24, 15659.71 38731.14, 15959.61 38714.08, 15984.93 38712.92, 15968.77 38426.29, 15953.04 38139.34, 15937.25 37852.03, 15921.48 37564.45, 15920.41 37540.18))",annotation,plate4_11D,[102   0 102]
347,"POLYGON ((13987.77 28323.05, 13679.67 28333.78, 13371.21 28344.88, 13062.38 28356.02, 12825.84 28364.28, 12753.17 28367.16, 12727.48 28368.2, 12745.45 28667.39, 12763.39 28966.62, 12781.37 29265.52, 12799.27 29564.09, 12800.9 29589.62, 13108.98 29577.76, 13417.09 29565.92, 13724.85 29554.1, 14032.17 29542.29, 14057.68 29541.58, 14040.55 29243.76, 14023.36 28945.61, 14006.12 28647.13, 13988.92 28348.29, 13987.77 28323.05))",annotation,plate4_5H,[102   0 102]
349,"POLYGON ((3977 48190, 6914 48190, 6914 55687, 3977 55687, 3977 48190))",annotation,plate4_12H-scraped,[255 255   0]
350,"POLYGON ((9256.57 41883.82, 8950.07 41902.57, 8643.23 41921.73, 8335.99 41940.53, 8100.69 41954.95, 8028.38 41959.72, 8002.86 41961.41, 8023.22 42248.65, 8043.58 42535.93, 8063.88 42822.88, 8084.2 43109.54, 8086.06 43134.41, 8392.53 43114.57, 8699.02 43094.72, 9005.14 43074.91, 9310.92 43055.13, 9336.28 43053.77, 9316.72 42767.82, 9297.13 42481.54, 9277.56 42194.96, 9257.93 41908.04, 9256.57 41883.82))",annotation,plate4_9G,[255 255 255]
351,"POLYGON ((18501.45 34781.75, 18202.47 34796.11, 17903.15 34810.88, 17603.46 34825.28, 17373.93 34836.33, 17303.42 34840.09, 17278.49 34841.4, 17293.55 35130.75, 17308.61 35420.17, 17323.65 35709.26, 17338.64 35998.02, 17340.04 36023.06, 17639.04 36007.62, 17938 35992.19, 18236.67 35976.75, 18534.91 35961.34, 18559.67 35960.32, 18545.37 35672.25, 18531.07 35383.89, 18516.73 35095.16, 18502.4 34806.14, 18501.45 34781.75))",annotation,plate4_11H,[102   0 102]
352,"POLYGON ((12372.98 24226.33, 12060.61 24234.62, 11747.87 24243.32, 11434.74 24252.01, 11194.91 24258.39, 11121.23 24260.71, 11095.18 24261.54, 11114.28 24566.29, 11133.35 24871.07, 11152.46 25175.53, 11171.52 25479.6, 11173.25 25505.61, 11485.58 25496.17, 11797.99 25486.69, 12109.97 25477.66, 12421.57 25468.23, 12447.45 25467.74, 12429.21 25164.42, 12410.91 24860.77, 12392.59 24556.76, 12374.25 24252.41, 12372.98 24226.33))",annotation,plate4_5B,[102   0 102]
353,"POLYGON ((13263.33 39028.36, 12960.22 39045.32, 12656.81 39062.7, 12352.96 39080.09, 12120.3 39093.13, 12048.78 39097.48, 12023.54 39099.02, 12041.2 39386.96, 12059.22 39674.95, 12077.25 39962.59, 12095.22 40249.91, 12096.85 40274.47, 12399.97 40256.42, 12703.05 40238.36, 13005.85 40220.7, 13308.2 40202.69, 13333.72 40201.44, 13316.42 39914.82, 13299.16 39627.86, 13281.85 39340.59, 13264.55 39052.99, 13263.33 39028.36))",annotation,plate4_6B,[  0 255   0]
354,"POLYGON ((15540.39 55308.79, 15249.05 55334.65, 14957.33 55360.91, 14665.3 55387.19, 14442.02 55407.02, 14372.93 55413.47, 14349.02 55415.71, 14364.82 55684.97, 14380.99 55954.22, 14397.14 56223.19, 14413.28 56491.89, 14414.77 56515.19, 14706.08 56488.33, 14997.49 56461.48, 15288.5 56434.66, 15579.23 56407.87, 15603.71 56405.86, 15587.91 56137.81, 15572.44 55869.45, 15556.95 55600.8, 15541.44 55331.83, 15540.39 55308.79))",annotation,plate4_5E,[255 255   0]
355,"POLYGON ((15631.38 32265.38, 15327.48 32278.4, 15023.21 32291.77, 14718.63 32305.18, 14485.33 32315.2, 14413.65 32318.61, 14388.32 32319.81, 14405.13 32613.68, 14422.01 32907.57, 14438.81 33201.13, 14455.62 33494.38, 14457.15 33519.45, 14761.03 33505.34, 15064.93 33491.25, 15368.46 33477.19, 15671.63 33463.11, 15696.8 33462.21, 15680.73 33169.69, 15664.67 32876.85, 15648.57 32583.68, 15632.41 32290.15, 15631.38 32265.38))",annotation,plate4_1F,[102   0 102]
356,"POLYGON ((13024.07 35050.11, 12718.47 35064.81, 12412.5 35079.89, 12106.21 35094.98, 11871.6 35106.29, 11799.49 35110.1, 11774.02 35111.46, 11792.38 35403.85, 11810.7 35696.28, 11828.98 35988.41, 11847.26 36280.19, 11848.92 36305.14, 12154.5 36289.35, 12460.1 36273.55, 12765.32 36257.79, 13070.18 36242.02, 13095.5 36241, 13077.96 35949.94, 13060.4 35658.52, 13042.85 35366.8, 13025.25 35074.75, 13024.07 35050.11))",annotation,plate4_4H,[102   0 102]
358,"POLYGON ((9061.97 58363.38, 8764.35 58391.25, 8466.44 58419.48, 8168.19 58447.79, 7939.75 58469.21, 7869.58 58476.1, 7844.77 58478.55, 7864.24 58748.35, 7884.08 59018.17, 7903.91 59287.72, 7923.71 59556.94, 7925.5 59579.97, 8223.02 59551.1, 8520.63 59522.21, 8817.86 59493.4, 9114.71 59464.59, 9139.74 59462.41, 9120.68 59193.8, 9101.56 58924.85, 9082.43 58655.64, 9063.3 58386.12, 9061.97 58363.38))",annotation,plate4_7C,[255 255   0]
360,"POLYGON ((11503.65 54461.62, 11206.92 54487.25, 10909.81 54513.28, 10612.41 54539.32, 10384.99 54558.98, 10314.63 54565.4, 10290.24 54567.62, 10308.41 54840.1, 10326.97 55112.62, 10345.5 55384.84, 10364.01 55656.74, 10365.69 55679.99, 10662.41 55653.36, 10959.17 55626.72, 11255.58 55600.1, 11551.63 55573.52, 11576.6 55571.53, 11558.41 55300.28, 11540.61 55028.68, 11522.73 54756.78, 11504.87 54484.6, 11503.65 54461.62))",annotation,plate4_5D,[255 255   0]
361,"POLYGON ((14028.95 51758.17, 13733.82 51782.2, 13438.31 51806.62, 13142.5 51831.07, 12915.93 51849.56, 12846.33 51855.55, 12821.72 51857.68, 12838.85 52131.51, 12856.05 52405.39, 12873.17 52678.98, 12890.29 52952.26, 12891.85 52975.63, 13186.98 52950.59, 13482.15 52925.53, 13776.96 52900.51, 14071.44 52875.53, 14095.89 52873.71, 14079.46 52601.05, 14063.04 52328.08, 14046.57 52054.83, 14030.06 51781.27, 14028.95 51758.17))",annotation,plate4_7G,[255 255   0]
363,"POLYGON ((16753.78 52741.66, 16462.48 52766.09, 16170.85 52790.9, 15878.89 52815.74, 15655.65 52834.48, 15586.58 52840.59, 15562.67 52842.71, 15577.85 53113.94, 15593.36 53385.19, 15608.93 53656.14, 15624.45 53926.81, 15625.86 53949.96, 15917.11 53924.53, 16208.46 53899.09, 16499.4 53873.71, 16790.04 53848.35, 16814.54 53846.48, 16799.36 53576.45, 16784.51 53306.1, 16769.64 53035.47, 16754.76 52764.54, 16753.78 52741.66))",annotation,plate4_4B,[255 255   0]
364,"POLYGON ((18370.88 32145.51, 18070.28 32158.36, 17769.36 32171.61, 17468.1 32184.86, 17237.32 32194.77, 17166.42 32198.15, 17141.37 32199.34, 17156.61 32491.65, 17171.79 32784.01, 17186.98 33076.05, 17202.16 33367.74, 17203.55 33392.69, 17504.12 33378.75, 17804.71 33364.79, 18104.96 33351.23, 18404.79 33337.33, 18429.69 33336.46, 18415.26 33045.45, 18400.79 32754.15, 18386.34 32462.5, 18371.84 32170.52, 18370.88 32145.51))",annotation,plate4_11E,[102   0 102]
365,"POLYGON ((26228.26 26522.76, 25934.26 26532.17, 25639.92 26541.95, 25345.23 26551.76, 25119.53 26559, 25050.19 26561.56, 25025.68 26562.48, 25036.4 26856.11, 25047.1 27149.79, 25057.85 27443.14, 25068.55 27736.19, 25069.56 27761.25, 25363.53 27750.75, 25657.58 27740.26, 25951.23 27729.77, 26244.55 27719.29, 26268.9 27718.72, 26258.92 27426.39, 26248.9 27133.76, 26238.87 26840.81, 26228.82 26547.53, 26228.26 26522.76))",annotation,plate4_4E,[128   0 128]
366,"POLYGON ((16551.86 49054.69, 16258.29 49077.14, 15964.43 49099.95, 15670.16 49122.79, 15444.84 49140.04, 15375.61 49145.66, 15351.14 49147.64, 15366.88 49422.88, 15382.66 49698.13, 15398.43 49973.08, 15414.17 50247.76, 15415.63 50271.59, 15709.17 50248.13, 16002.75 50224.66, 16295.98 50201.23, 16588.87 50177.84, 16613.19 50176.17, 16598.13 49902.14, 16583.06 49627.8, 16567.97 49353.18, 16552.9 49078.23, 16551.86 49054.69))",annotation,plate4_4A,[255 255   0]
367,"POLYGON ((18238.55 29482.78, 17936.39 29494.06, 17633.86 29505.76, 17330.95 29517.48, 17099.34 29526.16, 17027.68 29529.2, 17002.87 29530.26, 17017.82 29825.58, 17033.22 30120.92, 17048.57 30415.97, 17063.87 30710.65, 17065.28 30735.85, 17367.46 30723.45, 17669.66 30711.01, 17971.54 30698.62, 18272.98 30686.24, 18298.39 30685.49, 18283.41 30391.55, 18268.82 30097.23, 18254.18 29802.62, 18239.53 29507.65, 18238.55 29482.78))",annotation,plate4_9B,[102   0 102]
370,"POLYGON ((8082.62 44566.78, 7776.19 44587.12, 7469.35 44607.82, 7162.17 44628.57, 6927.32 44644.18, 6854.65 44649.35, 6829.47 44651.15, 6850.04 44936.2, 6871.01 45221.28, 6891.92 45506.05, 6912.88 45790.48, 6914.76 45814.8, 7221.2 45793.41, 7527.65 45772, 7833.71 45750.65, 8139.46 45729.29, 8165.24 45727.76, 8144.68 45444.02, 8124.48 45159.93, 8104.27 44875.54, 8084.03 44590.81, 8082.62 44566.78))",annotation,plate4_6E,[0 0 0]
372,"POLYGON ((17904.48 22736.01, 17598.23 22743.31, 17291.59 22751, 16984.53 22758.72, 16749.41 22764.33, 16677.17 22766.41, 16651.63 22767.16, 16667.37 23070.14, 16683.13 23373.15, 16698.91 23675.82, 16714.61 23978.15, 16716.05 24003.99, 17022.34 23995.57, 17328.63 23987.11, 17634.56 23978.68, 17940.1 23970.22, 17965.47 23969.84, 17950.49 23668.27, 17935.53 23366.36, 17920.48 23064.13, 17905.49 22761.54, 17904.48 22736.01))",annotation,plate4_2F,[102   0 102]
373,"POLYGON ((9693.64 48281.89, 9391.23 48304.23, 9088.49 48326.96, 8785.39 48349.71, 8553.25 48366.9, 8481.93 48372.51, 8456.72 48374.48, 8476.58 48654.58, 8496.4 48934.71, 8516.23 49214.54, 8536.08 49494.06, 8537.89 49518.3, 8840.23 49494.91, 9142.66 49471.54, 9444.67 49448.17, 9746.35 49424.85, 9771.4 49423.18, 9752.35 49144.3, 9733.22 48865.16, 9714.13 48585.67, 9694.98 48305.87, 9693.64 48281.89))",annotation,plate4_1E,[255 255   0]
374,"POLYGON ((13749.82 24188.35, 13439.15 24196.61, 13128.11 24205.24, 12816.7 24213.9, 12578.21 24220.25, 12504.93 24222.56, 12479.03 24223.37, 12497.25 24527.33, 12515.5 24831.28, 12533.7 25134.92, 12551.95 25438.21, 12553.63 25464.53, 12864.29 25455.12, 13174.96 25445.73, 13485.22 25436.34, 13795.16 25426.96, 13820.9 25426.48, 13803.46 25123.97, 13786 24821.12, 13768.52 24517.91, 13751.02 24214.35, 13749.82 24188.35))",annotation,plate4_5B,[102   0 102]
376,"POLYGON ((15186.22 24148.86, 14877.29 24157.08, 14568.06 24165.65, 14258.39 24174.25, 14021.66 24180.57, 13948.41 24182.88, 13923.05 24183.67, 13940.03 24486.79, 13957.37 24789.9, 13974.73 25092.69, 13992.06 25395.12, 13993.66 25421.37, 14302.55 25412.05, 14611.46 25402.7, 14919.98 25393.35, 15228.13 25384.04, 15254.11 25383.55, 15237.18 25081.88, 15220.55 24779.87, 15203.94 24477.51, 15187.34 24174.79, 15186.22 24148.86))",annotation,plate4_8H,[102   0 102]
377,"POLYGON ((13182.71 37688.88, 12878.73 37705.08, 12574.47 37721.68, 12269.79 37738.32, 12036.48 37750.77, 11964.76 37754.95, 11939.46 37756.43, 11957.59 38045.84, 11975.7 38335.32, 11993.82 38624.46, 12011.89 38913.29, 12013.57 38937.98, 12317.49 38920.68, 12621.41 38903.39, 12925.02 38886.12, 13228.23 38868.85, 13253.41 38867.7, 13236.05 38579.57, 13218.67 38291.14, 13201.27 38002.36, 13183.88 37713.28, 13182.71 37688.88))",annotation,plate4_12G,[102   0 102]
378,"POLYGON ((21824.44 18481.68, 21520.7 18486.35, 21216.6 18491.43, 20912.14 18496.53, 20679.36 18500.14, 20607.29 18501.61, 20582.36 18502.14, 20595.49 18807.42, 20609.01 19112.72, 20622.48 19417.67, 20635.96 19722.29, 20637.21 19748.34, 20940.99 19742.51, 21244.71 19736.66, 21548.1 19730.83, 21851.11 19725, 21876.69 19724.8, 21863.52 19420.97, 21850.79 19116.8, 21838.01 18812.26, 21825.22 18507.4, 21824.44 18481.68))",annotation,plate4_2C,[102   0 102]
379,"POLYGON ((24611.87 19843.85, 24312.28 19849.35, 24012.39 19855.2, 23712.11 19861.09, 23482.51 19865.32, 23411.43 19866.98, 23386.87 19867.55, 23398.31 20169.57, 23410.1 20471.61, 23421.91 20773.31, 23433.7 21074.68, 23434.8 21100.46, 23734.38 21093.83, 24033.97 21087.23, 24333.19 21080.64, 24632.06 21074.04, 24657.25 21073.76, 24645.79 20773.16, 24634.7 20472.22, 24623.63 20170.95, 24612.52 19869.31, 24611.87 19843.85))",annotation,plate4_7D,[102   0 102]
380,"POLYGON ((14672.23 40219.37, 14371.48 40236.98, 14070.43 40254.98, 13769.02 40272.98, 13538.16 40286.51, 13467.24 40291.02, 13442.17 40292.61, 13459.37 40578.38, 13476.5 40864.23, 13493.65 41149.74, 13510.75 41434.94, 13512.33 41459.69, 13813.05 41441.01, 14113.74 41422.33, 14414.13 41403.69, 14714.13 41385.07, 14739.42 41383.76, 14722.63 41099.28, 14706.21 40814.46, 14689.77 40529.3, 14673.34 40243.83, 14672.23 40219.37))",annotation,plate4_6B,[  0 255   0]
