cell_id,Tile,Clone
hfimdfho-1,270_plate4_11G_,102_0_102
hfimeond-1,270_plate4_11G_,102_0_102
hfimnbmh-1,270_plate4_11G_,102_0_102
hfinanhe-1,270_plate4_11G_,102_0_102
hfindgfd-1,270_plate4_11G_,102_0_102
hfinfmcc-1,270_plate4_11G_,102_0_102
hfinmfdl-1,270_plate4_11G_,102_0_102
hfinoafa-1,270_plate4_11G_,102_0_102
hfiodjmk-1,270_plate4_11G_,102_0_102
hfioeegh-1,270_plate4_11G_,102_0_102
hfiofege-1,270_plate4_11G_,102_0_102
hfipclpc-1,270_plate4_11G_,102_0_102
hfipemcn-1,270_plate4_11G_,102_0_102
hfipgpbo-1,270_plate4_11G_,102_0_102
hfiphlpi-1,270_plate4_11G_,102_0_102
hfipkfbg-1,270_plate4_11G_,102_0_102
hfiplbbg-1,270_plate4_11G_,102_0_102
hfipniia-1,270_plate4_11G_,102_0_102
hfipomnp-1,270_plate4_11G_,102_0_102
hfjabneo-1,270_plate4_11G_,102_0_102
hfjadamo-1,270_plate4_11G_,102_0_102
hfjagcpe-1,270_plate4_11G_,102_0_102
hfjagkfm-1,270_plate4_11G_,102_0_102
hfjahmol-1,270_plate4_11G_,102_0_102
hfjakjdn-1,270_plate4_11G_,102_0_102
hfjaoenf-1,270_plate4_11G_,102_0_102
hfjbbhoa-1,270_plate4_11G_,102_0_102
hgbhcgmj-1,270_plate4_11G_,102_0_102
hgbhdjke-1,270_plate4_11G_,102_0_102
hgbhffen-1,270_plate4_11G_,102_0_102
hgbhmgbb-1,270_plate4_11G_,102_0_102
hgbhohkc-1,270_plate4_11G_,102_0_102
hgbiagpo-1,270_plate4_11G_,102_0_102
hgbigcjm-1,270_plate4_11G_,102_0_102
hgbijeeo-1,270_plate4_11G_,102_0_102
hgbijlnn-1,270_plate4_11G_,102_0_102
hgbildpi-1,270_plate4_11G_,102_0_102
hgbjcdpl-1,270_plate4_11G_,102_0_102
hgbjckab-1,270_plate4_11G_,102_0_102
hgbjeijf-1,270_plate4_11G_,102_0_102
hgbjggok-1,270_plate4_11G_,102_0_102
hgbjoefb-1,270_plate4_11G_,102_0_102
hgblhghi-1,270_plate4_11G_,102_0_102
hgblipjp-1,270_plate4_11G_,102_0_102
hgcemddc-1,270_plate4_11G_,102_0_102
hgcfahhl-1,270_plate4_11G_,102_0_102
hgcfapnh-1,270_plate4_11G_,102_0_102
hgcfebic-1,270_plate4_11G_,102_0_102
hgcfephk-1,270_plate4_11G_,102_0_102
hgcgdlec-1,270_plate4_11G_,102_0_102
hgcgepck-1,270_plate4_11G_,102_0_102
hgcgfjmh-1,270_plate4_11G_,102_0_102
hgcgiaod-1,270_plate4_11G_,102_0_102
hgcgmmam-1,270_plate4_11G_,102_0_102
hgcgnmbc-1,270_plate4_11G_,102_0_102
hgchanbn-1,270_plate4_11G_,102_0_102
hgchbbdl-1,270_plate4_11G_,102_0_102
hgchbjnm-1,270_plate4_11G_,102_0_102
hgchcphc-1,270_plate4_11G_,102_0_102
hgchlmkc-1,270_plate4_11G_,102_0_102
hgchmpda-1,270_plate4_11G_,102_0_102
hgchneoe-1,270_plate4_11G_,102_0_102
hgcicigm-1,270_plate4_11G_,102_0_102
hgciclbg-1,270_plate4_11G_,102_0_102
hggbekif-1,270_plate4_11G_,102_0_102
hggbemkp-1,270_plate4_11G_,102_0_102
hggbhpif-1,270_plate4_11G_,102_0_102
hggbjaeo-1,270_plate4_11G_,102_0_102
hggbkbfe-1,270_plate4_11G_,102_0_102
hggbklpa-1,270_plate4_11G_,102_0_102
hggbocda-1,270_plate4_11G_,102_0_102
hggccfaj-1,270_plate4_11G_,102_0_102
hggcckmg-1,270_plate4_11G_,102_0_102
hggcedgn-1,270_plate4_11G_,102_0_102
hggcgfif-1,270_plate4_11G_,102_0_102
hggolaja-1,270_plate4_11G_,102_0_102
hggpakgo-1,270_plate4_11G_,102_0_102
hggpekek-1,270_plate4_11G_,102_0_102
hggpfbae-1,270_plate4_11G_,102_0_102
hggpglid-1,270_plate4_11G_,102_0_102
ogappdof-1,270_plate4_11G_,102_0_102
ogbaakji-1,270_plate4_11G_,102_0_102
ogbacggd-1,270_plate4_11G_,102_0_102
ogbfkaoo-1,270_plate4_11G_,102_0_102
abnpocfl-1,271_plate4_1B_,255_255_0
abnppdhn-1,271_plate4_1B_,255_255_0
aboachdf-1,271_plate4_1B_,255_255_0
aboagojm-1,271_plate4_1B_,255_255_0
aboalold-1,271_plate4_1B_,255_255_0
abobejnf-1,271_plate4_1B_,255_255_0
abobfnci-1,271_plate4_1B_,255_255_0
abobfnfc-1,271_plate4_1B_,255_255_0
abobmdom-1,271_plate4_1B_,255_255_0
abobmloi-1,271_plate4_1B_,255_255_0
abobojbj-1,271_plate4_1B_,255_255_0
abobpodb-1,271_plate4_1B_,255_255_0
abocapmj-1,271_plate4_1B_,255_255_0
abocccpp-1,271_plate4_1B_,255_255_0
abocchae-1,271_plate4_1B_,255_255_0
abocnbno-1,271_plate4_1B_,255_255_0
abocoppe-1,271_plate4_1B_,255_255_0
abodddob-1,271_plate4_1B_,255_255_0
aboddfaf-1,271_plate4_1B_,255_255_0
abodohff-1,271_plate4_1B_,255_255_0
aboeeenk-1,271_plate4_1B_,255_255_0
aboeiffj-1,271_plate4_1B_,255_255_0
aboeimap-1,271_plate4_1B_,255_255_0
aboeoija-1,271_plate4_1B_,255_255_0
abofaeko-1,271_plate4_1B_,255_255_0
abofbcid-1,271_plate4_1B_,255_255_0
aboffcin-1,271_plate4_1B_,255_255_0
abofgcei-1,271_plate4_1B_,255_255_0
abogbdoh-1,271_plate4_1B_,255_255_0
abogboof-1,271_plate4_1B_,255_255_0
abogcddj-1,271_plate4_1B_,255_255_0
aboggaga-1,271_plate4_1B_,255_255_0
abogkkmj-1,271_plate4_1B_,255_255_0
abohanga-1,271_plate4_1B_,255_255_0
abohfbjh-1,271_plate4_1B_,255_255_0
abohgojh-1,271_plate4_1B_,255_255_0
abohkdil-1,271_plate4_1B_,255_255_0
aboidkek-1,271_plate4_1B_,255_255_0
aboieabj-1,271_plate4_1B_,255_255_0
aboilaoj-1,271_plate4_1B_,255_255_0
aboimhac-1,271_plate4_1B_,255_255_0
abpfgnen-1,271_plate4_1B_,255_255_0
abpfhpik-1,271_plate4_1B_,255_255_0
abpgcboh-1,271_plate4_1B_,255_255_0
abpgfhmg-1,271_plate4_1B_,255_255_0
abpgfndf-1,271_plate4_1B_,255_255_0
abphaegp-1,271_plate4_1B_,255_255_0
abphahbi-1,271_plate4_1B_,255_255_0
abpjacip-1,271_plate4_1B_,255_255_0
abpjebno-1,271_plate4_1B_,255_255_0
abpjeedc-1,271_plate4_1B_,255_255_0
abpjegop-1,271_plate4_1B_,255_255_0
abpkbonf-1,271_plate4_1B_,255_255_0
abpkmnln-1,271_plate4_1B_,255_255_0
abpligfg-1,271_plate4_1B_,255_255_0
acadcefj-1,271_plate4_1B_,255_255_0
acadfppm-1,271_plate4_1B_,255_255_0
acadjhfg-1,271_plate4_1B_,255_255_0
acadkgoi-1,271_plate4_1B_,255_255_0
acaedekl-1,271_plate4_1B_,255_255_0
acaedkpb-1,271_plate4_1B_,255_255_0
acaepdhi-1,271_plate4_1B_,255_255_0
acafpfln-1,271_plate4_1B_,255_255_0
acafphoj-1,271_plate4_1B_,255_255_0
acafpijf-1,271_plate4_1B_,255_255_0
acagdlca-1,271_plate4_1B_,255_255_0
acagjmdi-1,271_plate4_1B_,255_255_0
acaglkpm-1,271_plate4_1B_,255_255_0
acamocnp-1,271_plate4_1B_,255_255_0
acanamjd-1,271_plate4_1B_,255_255_0
acanbgkm-1,271_plate4_1B_,255_255_0
acanccjd-1,271_plate4_1B_,255_255_0
acanfmnp-1,271_plate4_1B_,255_255_0
acaobiml-1,271_plate4_1B_,255_255_0
acaofbnh-1,271_plate4_1B_,255_255_0
acaofckk-1,271_plate4_1B_,255_255_0
achmeapa-1,271_plate4_1B_,255_255_0
achmgece-1,271_plate4_1B_,255_255_0
achnbknh-1,271_plate4_1B_,255_255_0
achncomk-1,271_plate4_1B_,255_255_0
achngffn-1,271_plate4_1B_,255_255_0
achnliik-1,271_plate4_1B_,255_255_0
achnphci-1,271_plate4_1B_,255_255_0
achoaich-1,271_plate4_1B_,255_255_0
achoefdl-1,271_plate4_1B_,255_255_0
achohdio-1,271_plate4_1B_,255_255_0
achohfcm-1,271_plate4_1B_,255_255_0
achohklf-1,271_plate4_1B_,255_255_0
achokhom-1,271_plate4_1B_,255_255_0
achpbdab-1,271_plate4_1B_,255_255_0
achpdlaf-1,271_plate4_1B_,255_255_0
achpdmgg-1,271_plate4_1B_,255_255_0
acibokom-1,271_plate4_1B_,255_255_0
aciceehj-1,271_plate4_1B_,255_255_0
acicfjib-1,271_plate4_1B_,255_255_0
aciehaan-1,271_plate4_1B_,255_255_0
acieimjn-1,271_plate4_1B_,255_255_0
acifbnhd-1,271_plate4_1B_,255_255_0
acifcfpo-1,271_plate4_1B_,255_255_0
acifiddc-1,271_plate4_1B_,255_255_0
acififdl-1,271_plate4_1B_,255_255_0
acififfn-1,271_plate4_1B_,255_255_0
acifkaji-1,271_plate4_1B_,255_255_0
acifnjcn-1,271_plate4_1B_,255_255_0
acigdjah-1,271_plate4_1B_,255_255_0
acigfdam-1,271_plate4_1B_,255_255_0
acigjfbo-1,271_plate4_1B_,255_255_0
acigkkdn-1,271_plate4_1B_,255_255_0
acihpcda-1,271_plate4_1B_,255_255_0
aciikdng-1,271_plate4_1B_,255_255_0
acijhpam-1,271_plate4_1B_,255_255_0
acijinep-1,271_plate4_1B_,255_255_0
acijlcbn-1,271_plate4_1B_,255_255_0
acijofgc-1,271_plate4_1B_,255_255_0
acikefce-1,271_plate4_1B_,255_255_0
acikmbhm-1,271_plate4_1B_,255_255_0
acikmnph-1,271_plate4_1B_,255_255_0
acikmpgh-1,271_plate4_1B_,255_255_0
acilabkl-1,271_plate4_1B_,255_255_0
aciljebh-1,271_plate4_1B_,255_255_0
acilnpgc-1,271_plate4_1B_,255_255_0
acilpcnj-1,271_plate4_1B_,255_255_0
adlhjfnh-1,271_plate4_1B_,255_255_0
adlhloko-1,271_plate4_1B_,255_255_0
adlhmiof-1,271_plate4_1B_,255_255_0
adlhonae-1,271_plate4_1B_,255_255_0
adliagch-1,271_plate4_1B_,255_255_0
adliahpo-1,271_plate4_1B_,255_255_0
adlidalf-1,271_plate4_1B_,255_255_0
adligghk-1,271_plate4_1B_,255_255_0
adlioggb-1,271_plate4_1B_,255_255_0
adljfabe-1,271_plate4_1B_,255_255_0
adljfmkk-1,271_plate4_1B_,255_255_0
adljmnfl-1,271_plate4_1B_,255_255_0
adlkgmoh-1,271_plate4_1B_,255_255_0
adlkigko-1,271_plate4_1B_,255_255_0
adlkonpf-1,271_plate4_1B_,255_255_0
adlkpbea-1,271_plate4_1B_,255_255_0
adlmlkki-1,271_plate4_1B_,255_255_0
adlmpjci-1,271_plate4_1B_,255_255_0
adlneepl-1,271_plate4_1B_,255_255_0
adlnjlhf-1,271_plate4_1B_,255_255_0
adlnndif-1,271_plate4_1B_,255_255_0
adpmaajg-1,271_plate4_1B_,255_255_0
adpmemca-1,271_plate4_1B_,255_255_0
aeagcaoo-1,271_plate4_1B_,255_255_0
aeagibia-1,271_plate4_1B_,255_255_0
aeaglegi-1,271_plate4_1B_,255_255_0
aeahckgh-1,271_plate4_1B_,255_255_0
aeahjecc-1,271_plate4_1B_,255_255_0
aebcjbch-1,271_plate4_1B_,255_255_0
aebdlafj-1,271_plate4_1B_,255_255_0
gepfppid-1,271_plate4_1B_,255_255_0
gepfppmf-1,271_plate4_1B_,255_255_0
gepgdink-1,271_plate4_1B_,255_255_0
gepggcjh-1,271_plate4_1B_,255_255_0
gepgpjeo-1,271_plate4_1B_,255_255_0
gephaafg-1,271_plate4_1B_,255_255_0
gephannh-1,271_plate4_1B_,255_255_0
gepidbik-1,271_plate4_1B_,255_255_0
gepigdkf-1,271_plate4_1B_,255_255_0
gepigfne-1,271_plate4_1B_,255_255_0
gepjcdgb-1,271_plate4_1B_,255_255_0
gepjdpgd-1,271_plate4_1B_,255_255_0
gepjjocb-1,271_plate4_1B_,255_255_0
gepjldlc-1,271_plate4_1B_,255_255_0
gepjpmka-1,271_plate4_1B_,255_255_0
gepkeafj-1,271_plate4_1B_,255_255_0
gepkhdbf-1,271_plate4_1B_,255_255_0
gepkigeo-1,271_plate4_1B_,255_255_0
geplanam-1,271_plate4_1B_,255_255_0
geplgbig-1,271_plate4_1B_,255_255_0
geplgkpf-1,271_plate4_1B_,255_255_0
geplhioh-1,271_plate4_1B_,255_255_0
geplifll-1,271_plate4_1B_,255_255_0
gepmcfaj-1,271_plate4_1B_,255_255_0
gepmddce-1,271_plate4_1B_,255_255_0
gepmdnmk-1,271_plate4_1B_,255_255_0
gepmepgp-1,271_plate4_1B_,255_255_0
gepmiffg-1,271_plate4_1B_,255_255_0
gepmjcip-1,271_plate4_1B_,255_255_0
gepmkfkf-1,271_plate4_1B_,255_255_0
gepmkoea-1,271_plate4_1B_,255_255_0
gepmogpb-1,271_plate4_1B_,255_255_0
gepnholk-1,271_plate4_1B_,255_255_0
gepnieaa-1,271_plate4_1B_,255_255_0
gepnkiga-1,271_plate4_1B_,255_255_0
gepnkphi-1,271_plate4_1B_,255_255_0
gepnpolf-1,271_plate4_1B_,255_255_0
gepobffo-1,271_plate4_1B_,255_255_0
gepoblij-1,271_plate4_1B_,255_255_0
gepomdaf-1,271_plate4_1B_,255_255_0
gepomken-1,271_plate4_1B_,255_255_0
geppfmdm-1,271_plate4_1B_,255_255_0
geppfooh-1,271_plate4_1B_,255_255_0
geppkfch-1,271_plate4_1B_,255_255_0
gfaaaikj-1,271_plate4_1B_,255_255_0
gfaagolj-1,271_plate4_1B_,255_255_0
gfaahiij-1,271_plate4_1B_,255_255_0
gfaajggj-1,271_plate4_1B_,255_255_0
gfaajiio-1,271_plate4_1B_,255_255_0
gfaajnha-1,271_plate4_1B_,255_255_0
gfaalmpi-1,271_plate4_1B_,255_255_0
gfaambij-1,271_plate4_1B_,255_255_0
gfaaneco-1,271_plate4_1B_,255_255_0
gfaanlkl-1,271_plate4_1B_,255_255_0
gfaanmjb-1,271_plate4_1B_,255_255_0
gfaaohec-1,271_plate4_1B_,255_255_0
gfabaili-1,271_plate4_1B_,255_255_0
gfabdcfi-1,271_plate4_1B_,255_255_0
gfabffpn-1,271_plate4_1B_,255_255_0
gfabfige-1,271_plate4_1B_,255_255_0
gfacggbe-1,271_plate4_1B_,255_255_0
gfadioik-1,271_plate4_1B_,255_255_0
gfadojkh-1,271_plate4_1B_,255_255_0
gfafficn-1,271_plate4_1B_,255_255_0
gfafmang-1,271_plate4_1B_,255_255_0
gfafnblo-1,271_plate4_1B_,255_255_0
gfafpleb-1,271_plate4_1B_,255_255_0
gfagagge-1,271_plate4_1B_,255_255_0
gfagbgaa-1,271_plate4_1B_,255_255_0
gfaggndm-1,271_plate4_1B_,255_255_0
gfagjmjl-1,271_plate4_1B_,255_255_0
gfagkoif-1,271_plate4_1B_,255_255_0
gfagmnnd-1,271_plate4_1B_,255_255_0
gfagonli-1,271_plate4_1B_,255_255_0
gfagpbal-1,271_plate4_1B_,255_255_0
gfahkejd-1,271_plate4_1B_,255_255_0
gfahomgk-1,271_plate4_1B_,255_255_0
gfahpman-1,271_plate4_1B_,255_255_0
gfaibgop-1,271_plate4_1B_,255_255_0
gfaichhl-1,271_plate4_1B_,255_255_0
gfaiegfe-1,271_plate4_1B_,255_255_0
gfaihoaa-1,271_plate4_1B_,255_255_0
gfailple-1,271_plate4_1B_,255_255_0
gfaipdgf-1,271_plate4_1B_,255_255_0
gfajehei-1,271_plate4_1B_,255_255_0
gfajfjhj-1,271_plate4_1B_,255_255_0
gfajhnpg-1,271_plate4_1B_,255_255_0
gfajomji-1,271_plate4_1B_,255_255_0
gfambjne-1,271_plate4_1B_,255_255_0
gfamihgi-1,271_plate4_1B_,255_255_0
gfamlopk-1,271_plate4_1B_,255_255_0
gfammcno-1,271_plate4_1B_,255_255_0
gfapoeai-1,271_plate4_1B_,255_255_0
gfbafcil-1,271_plate4_1B_,255_255_0
gfbajpkd-1,271_plate4_1B_,255_255_0
gfbakjhc-1,271_plate4_1B_,255_255_0
gfbapgpc-1,271_plate4_1B_,255_255_0
gfbbabon-1,271_plate4_1B_,255_255_0
gfbbbhfn-1,271_plate4_1B_,255_255_0
gfbbenfk-1,271_plate4_1B_,255_255_0
gfbbfobk-1,271_plate4_1B_,255_255_0
gfbbfplg-1,271_plate4_1B_,255_255_0
gfbbhgda-1,271_plate4_1B_,255_255_0
gfbbiiba-1,271_plate4_1B_,255_255_0
gfbbkain-1,271_plate4_1B_,255_255_0
gfbbobap-1,271_plate4_1B_,255_255_0
gfbbocah-1,271_plate4_1B_,255_255_0
gfbciden-1,271_plate4_1B_,255_255_0
gfbcnfik-1,271_plate4_1B_,255_255_0
gfbcngdf-1,271_plate4_1B_,255_255_0
gfbcplgk-1,271_plate4_1B_,255_255_0
gfbdbaca-1,271_plate4_1B_,255_255_0
gfbdbomf-1,271_plate4_1B_,255_255_0
gfbdcmkj-1,271_plate4_1B_,255_255_0
gfbdiand-1,271_plate4_1B_,255_255_0
gfbdioie-1,271_plate4_1B_,255_255_0
gfbdoohl-1,271_plate4_1B_,255_255_0
gfbdpphf-1,271_plate4_1B_,255_255_0
gfbegioj-1,271_plate4_1B_,255_255_0
gfbeipjj-1,271_plate4_1B_,255_255_0
gfbeoiae-1,271_plate4_1B_,255_255_0
gfbfgokh-1,271_plate4_1B_,255_255_0
gfbfhadd-1,271_plate4_1B_,255_255_0
gfbjfhed-1,271_plate4_1B_,255_255_0
gfbljmbg-1,271_plate4_1B_,255_255_0
gfbncogp-1,271_plate4_1B_,255_255_0
gfbnebdd-1,271_plate4_1B_,255_255_0
gfbnfpci-1,271_plate4_1B_,255_255_0
gfbnlnpo-1,271_plate4_1B_,255_255_0
gfbnnlnj-1,271_plate4_1B_,255_255_0
gfbocgkj-1,271_plate4_1B_,255_255_0
gfbogphc-1,271_plate4_1B_,255_255_0
gfboinoa-1,271_plate4_1B_,255_255_0
gfbokoao-1,271_plate4_1B_,255_255_0
gfbonckp-1,271_plate4_1B_,255_255_0
gfboohnh-1,271_plate4_1B_,255_255_0
gfboommi-1,271_plate4_1B_,255_255_0
gfbpdcdp-1,271_plate4_1B_,255_255_0
gfbpegki-1,271_plate4_1B_,255_255_0
gfbphdbj-1,271_plate4_1B_,255_255_0
gfbplibe-1,271_plate4_1B_,255_255_0
gfbpmfhg-1,271_plate4_1B_,255_255_0
gfbpoofg-1,271_plate4_1B_,255_255_0
gfcafgcf-1,271_plate4_1B_,255_255_0
gfcagkej-1,271_plate4_1B_,255_255_0
gfcakgnn-1,271_plate4_1B_,255_255_0
gfcapaof-1,271_plate4_1B_,255_255_0
gfcbfhib-1,271_plate4_1B_,255_255_0
gfcbfnik-1,271_plate4_1B_,255_255_0
gfcbmncj-1,271_plate4_1B_,255_255_0
gfcbpaop-1,271_plate4_1B_,255_255_0
gfccaahe-1,271_plate4_1B_,255_255_0
gfcccjno-1,271_plate4_1B_,255_255_0
gfcccled-1,271_plate4_1B_,255_255_0
gfccfnlm-1,271_plate4_1B_,255_255_0
gfccgilm-1,271_plate4_1B_,255_255_0
gfccjjej-1,271_plate4_1B_,255_255_0
gfccjlgj-1,271_plate4_1B_,255_255_0
gfcckoff-1,271_plate4_1B_,255_255_0
gfccniae-1,271_plate4_1B_,255_255_0
gfcdakdj-1,271_plate4_1B_,255_255_0
gfcdclkj-1,271_plate4_1B_,255_255_0
gfcdgehi-1,271_plate4_1B_,255_255_0
gfcdgpmj-1,271_plate4_1B_,255_255_0
gfcdoeih-1,271_plate4_1B_,255_255_0
gfcecfjf-1,271_plate4_1B_,255_255_0
gfceeobh-1,271_plate4_1B_,255_255_0
gfcelonb-1,271_plate4_1B_,255_255_0
gfcfccba-1,271_plate4_1B_,255_255_0
gfcfcedg-1,271_plate4_1B_,255_255_0
gfcfebda-1,271_plate4_1B_,255_255_0
gfcfjpda-1,271_plate4_1B_,255_255_0
gfcfnbpj-1,271_plate4_1B_,255_255_0
gfcfnglf-1,271_plate4_1B_,255_255_0
gfcfnigj-1,271_plate4_1B_,255_255_0
gfcfnmoe-1,271_plate4_1B_,255_255_0
gfcgfnca-1,271_plate4_1B_,255_255_0
gfcgfndd-1,271_plate4_1B_,255_255_0
gfcghjal-1,271_plate4_1B_,255_255_0
gfcgjeai-1,271_plate4_1B_,255_255_0
gfcgjhph-1,271_plate4_1B_,255_255_0
gfcgnkoe-1,271_plate4_1B_,255_255_0
gfcgnpjd-1,271_plate4_1B_,255_255_0
gfcgongc-1,271_plate4_1B_,255_255_0
gfchaghp-1,271_plate4_1B_,255_255_0
gfchcehp-1,271_plate4_1B_,255_255_0
gfchhlkj-1,271_plate4_1B_,255_255_0
gfchhncf-1,271_plate4_1B_,255_255_0
gfchhnnd-1,271_plate4_1B_,255_255_0
gfchlfge-1,271_plate4_1B_,255_255_0
gfchohnf-1,271_plate4_1B_,255_255_0
gfciabjp-1,271_plate4_1B_,255_255_0
gfcidmfl-1,271_plate4_1B_,255_255_0
gfcilmbl-1,271_plate4_1B_,255_255_0
gfcinhnf-1,271_plate4_1B_,255_255_0
gfcjakpf-1,271_plate4_1B_,255_255_0
gfcjfdef-1,271_plate4_1B_,255_255_0
gfcjgljd-1,271_plate4_1B_,255_255_0
gfcjkeli-1,271_plate4_1B_,255_255_0
gfcjkjmc-1,271_plate4_1B_,255_255_0
gfcjljjh-1,271_plate4_1B_,255_255_0
gfcjlmao-1,271_plate4_1B_,255_255_0
gfcjmhpi-1,271_plate4_1B_,255_255_0
gfckgecp-1,271_plate4_1B_,255_255_0
gfckikph-1,271_plate4_1B_,255_255_0
gfckmmdl-1,271_plate4_1B_,255_255_0
gfckmnoj-1,271_plate4_1B_,255_255_0
gfclaepb-1,271_plate4_1B_,255_255_0
gfclenli-1,271_plate4_1B_,255_255_0
gfclhiml-1,271_plate4_1B_,255_255_0
gfcmfemg-1,271_plate4_1B_,255_255_0
gfcmiagh-1,271_plate4_1B_,255_255_0
gfcmigfc-1,271_plate4_1B_,255_255_0
gfcmjcnd-1,271_plate4_1B_,255_255_0
gfcmmknj-1,271_plate4_1B_,255_255_0
gfcnffhl-1,271_plate4_1B_,255_255_0
gfcnhjio-1,271_plate4_1B_,255_255_0
gfcnibgo-1,271_plate4_1B_,255_255_0
gfcnjkch-1,271_plate4_1B_,255_255_0
gfcojkch-1,271_plate4_1B_,255_255_0
gfcomoaa-1,271_plate4_1B_,255_255_0
gfcpeocn-1,271_plate4_1B_,255_255_0
gfdaaeoi-1,271_plate4_1B_,255_255_0
gfdadbdg-1,271_plate4_1B_,255_255_0
gfdahfic-1,271_plate4_1B_,255_255_0
gkgoheba-1,271_plate4_1B_,255_255_0
gkhaican-1,271_plate4_1B_,255_255_0
gkhaikkk-1,271_plate4_1B_,255_255_0
gkhbikhf-1,271_plate4_1B_,255_255_0
gkhcfcpb-1,271_plate4_1B_,255_255_0
gkhcfjgk-1,271_plate4_1B_,255_255_0
gkhcfpho-1,271_plate4_1B_,255_255_0
gkhdbbkb-1,271_plate4_1B_,255_255_0
gkhdgjoo-1,271_plate4_1B_,255_255_0
gkhdigin-1,271_plate4_1B_,255_255_0
gkhdihfe-1,271_plate4_1B_,255_255_0
gkhdkklj-1,271_plate4_1B_,255_255_0
gkhdmnmb-1,271_plate4_1B_,255_255_0
gkhdnimc-1,271_plate4_1B_,255_255_0
gkhglhle-1,271_plate4_1B_,255_255_0
gkhgnekh-1,271_plate4_1B_,255_255_0
gkhhbadm-1,271_plate4_1B_,255_255_0
gkhhplmn-1,271_plate4_1B_,255_255_0
gkhidlik-1,271_plate4_1B_,255_255_0
gkhifmjb-1,271_plate4_1B_,255_255_0
gkhilean-1,271_plate4_1B_,255_255_0
gkhilgcl-1,271_plate4_1B_,255_255_0
gkhimcjc-1,271_plate4_1B_,255_255_0
gkhjadii-1,271_plate4_1B_,255_255_0
gkhjbhnn-1,271_plate4_1B_,255_255_0
gkhjdcbo-1,271_plate4_1B_,255_255_0
gkhjjipo-1,271_plate4_1B_,255_255_0
gkhjlbed-1,271_plate4_1B_,255_255_0
gkhkblee-1,271_plate4_1B_,255_255_0
gkhkemlc-1,271_plate4_1B_,255_255_0
gkhkgnag-1,271_plate4_1B_,255_255_0
gkhkjhbp-1,271_plate4_1B_,255_255_0
gkhkkleo-1,271_plate4_1B_,255_255_0
gkhkngdh-1,271_plate4_1B_,255_255_0
gkhknjpg-1,271_plate4_1B_,255_255_0
gkhkojaa-1,271_plate4_1B_,255_255_0
gkhlbedo-1,271_plate4_1B_,255_255_0
gkhlbmdg-1,271_plate4_1B_,255_255_0
gkhlfdbo-1,271_plate4_1B_,255_255_0
gkhliikk-1,271_plate4_1B_,255_255_0
gkhljkno-1,271_plate4_1B_,255_255_0
gkhllaln-1,271_plate4_1B_,255_255_0
gkhlleki-1,271_plate4_1B_,255_255_0
gkhlncgc-1,271_plate4_1B_,255_255_0
gkhlpifc-1,271_plate4_1B_,255_255_0
gkhmebii-1,271_plate4_1B_,255_255_0
gkhmioih-1,271_plate4_1B_,255_255_0
gkhmkddi-1,271_plate4_1B_,255_255_0
gkhnahkp-1,271_plate4_1B_,255_255_0
gkhndhnj-1,271_plate4_1B_,255_255_0
gkhnigbg-1,271_plate4_1B_,255_255_0
gkhnnaaj-1,271_plate4_1B_,255_255_0
gkhoadpa-1,271_plate4_1B_,255_255_0
gkhoekah-1,271_plate4_1B_,255_255_0
gkholana-1,271_plate4_1B_,255_255_0
gkhophge-1,271_plate4_1B_,255_255_0
gkhpefgb-1,271_plate4_1B_,255_255_0
gkhpgkeb-1,271_plate4_1B_,255_255_0
gkhpidlk-1,271_plate4_1B_,255_255_0
gkhpipck-1,271_plate4_1B_,255_255_0
gkhpjkce-1,271_plate4_1B_,255_255_0
gkhplcad-1,271_plate4_1B_,255_255_0
gkhplooo-1,271_plate4_1B_,255_255_0
gkhponhk-1,271_plate4_1B_,255_255_0
gkiajmap-1,271_plate4_1B_,255_255_0
gkiakfpc-1,271_plate4_1B_,255_255_0
gkianckl-1,271_plate4_1B_,255_255_0
gkiannbb-1,271_plate4_1B_,255_255_0
gkibcaah-1,271_plate4_1B_,255_255_0
gkibccka-1,271_plate4_1B_,255_255_0
gkibejga-1,271_plate4_1B_,255_255_0
gkibflho-1,271_plate4_1B_,255_255_0
gkibibmp-1,271_plate4_1B_,255_255_0
gkibjmpg-1,271_plate4_1B_,255_255_0
gkibkdej-1,271_plate4_1B_,255_255_0
gkiblbpi-1,271_plate4_1B_,255_255_0
gkiboldh-1,271_plate4_1B_,255_255_0
gkicfikc-1,271_plate4_1B_,255_255_0
gkicgjgd-1,271_plate4_1B_,255_255_0
gkichhcb-1,271_plate4_1B_,255_255_0
gkicibbl-1,271_plate4_1B_,255_255_0
gkicpijf-1,271_plate4_1B_,255_255_0
gkidangm-1,271_plate4_1B_,255_255_0
gkidbelc-1,271_plate4_1B_,255_255_0
gkidgdmm-1,271_plate4_1B_,255_255_0
gkiebnne-1,271_plate4_1B_,255_255_0
gkiemfdg-1,271_plate4_1B_,255_255_0
gkiemjnb-1,271_plate4_1B_,255_255_0
gkienhpj-1,271_plate4_1B_,255_255_0
gkiffkgk-1,271_plate4_1B_,255_255_0
gkifnipj-1,271_plate4_1B_,255_255_0
gkifoafl-1,271_plate4_1B_,255_255_0
gkigfngo-1,271_plate4_1B_,255_255_0
gkiggcdi-1,271_plate4_1B_,255_255_0
gkigkleg-1,271_plate4_1B_,255_255_0
gkiglffe-1,271_plate4_1B_,255_255_0
